R.Time (min),Intensity,MW_PEG,normalized RI
14.56667,38,1445.2286163795125,0.009914463452566096
14.575,38,1433.5745472538629,0.009914463452566096
14.58333,38,1422.0465670249926,0.009914463452566096
14.59167,37,1410.629640071496,0.009720062208398134
14.6,38,1399.3497376020389,0.009914463452566096
14.60833,37,1388.1917038875285,0.009720062208398134
14.61667,38,1377.1409827626012,0.009914463452566096
14.625,38,1366.222709710027,0.009914463452566096
14.63333,39,1355.4222126127202,0.01010886469673406
14.64167,39,1344.7253988180064,0.01010886469673406
14.65,38,1334.156596314998,0.009914463452566096
14.65833,38,1323.7016005166333,0.009914463452566096
14.66667,37,1313.346766827683,0.009720062208398134
14.675,37,1303.1156431259064,0.009720062208398134
14.68333,37,1292.994476754206,0.009720062208398134
14.69167,37,1282.97005615883,0.009720062208398134
14.7,37,1273.0651756408263,0.009720062208398134
14.70833,36,1263.2665193451835,0.009525660964230171
